...1,success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,view_history,trial,character_choice,stimulus_dict,accuracy,correct_response,ball_pos,ego_ball_visible,ego_can_infer,alter_ball_visible,alter_can_infer,collective_ball_visible,collective_can_infer,search_locations,alter_occluders,ego_occluders,accuracy_bool,feedback,age,ethnicity,gender,race,overall_accuracy,bonus,workerid
153,NA,NA,NA,NA,NA,survey-html-form,318,769024,0.0-293.0,640308,NA,"{""feedback"":""i just went with whatever basket may be chosen. it is pretty hard to get every single one right, i just had to make an educated guess."",""age"":""25"",""gender"":""Male"",""other_gender"":"""",""race"":""Native Hawaiian/Pacific Islander"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i just went with whatever basket may be chosen. it is pretty hard to get every single one right, i just had to make an educated guess.",25,Non-Hispanic,Male,Native Hawaiian/Pacific Islander,0.3194444444444444,0.3194444444444444,t6hx7ygtdh
154,NA,NA,NA,NA,NA,survey-html-form,318,605481,0.0-293.0,14346,NA,"{""feedback"":"""",""age"":""49"",""gender"":""Female"",""other_gender"":"""",""race"":""Black/African American"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,Non-Hispanic,Female,Black/African American,0.6527777777777778,0.6527777777777778,tbxfjlcwp3
155,NA,NA,NA,NA,NA,survey-html-form,318,752397,0.0-293.0,37208,NA,"{""feedback"":""just guess"",""age"":""49"",""gender"":""Female"",""other_gender"":"""",""race"":""Black/African American"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,just guess,49,Non-Hispanic,Female,Black/African American,0.6388888888888888,0.6388888888888888,tehosqu2gm
156,NA,NA,NA,NA,NA,survey-html-form,318,465796,0.0-293.0,16974,NA,"{""feedback"":"""",""age"":""53"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,Non-Hispanic,Female,White,0.5902777777777778,0.5902777777777778,tswd0glqtc
157,NA,NA,NA,NA,NA,survey-html-form,318,641610,0.0-293.0,96734,NA,"{""feedback"":""I chose my boxes based upon whether or not any of the three choices had the ball distinctly visible for either of us.\n\nI do not have any questions nor any comments about the experiment."",""age"":""36"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I chose my boxes based upon whether or not any of the three choices had the ball distinctly visible for either of us.

I do not have any questions nor any comments about the experiment.",36,Non-Hispanic,Male,White,0.6388888888888888,0.6388888888888888,tu1pslh7tu
158,NA,NA,NA,NA,NA,survey-html-form,318,831011,0.0-293.0,58549,NA,"{""feedback"":""I tried to see if Sam preferred a certain side when a guess was necessary."",""age"":""26"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I tried to see if Sam preferred a certain side when a guess was necessary.,26,Hispanic,Male,White,0.6666666666666666,0.6666666666666666,tuax8ku8kj
159,NA,NA,NA,NA,NA,survey-html-form,318,415986,0.0-293.0,24153,NA,"{""feedback"":""if sam could see the basket or not"",""age"":""38"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,if sam could see the basket or not,38,Non-Hispanic,Male,White,0.6041666666666666,0.6041666666666666,tveql67g6q
160,NA,NA,NA,NA,NA,survey-html-form,318,965600,0.0-293.0,53657,NA,"{""feedback"":""I generally went with where the red ball is. Sometimes if Sam had two choices I'd select the non-ball basket."",""age"":""31"",""gender"":""Male"",""other_gender"":"""",""race"":""Asian"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I generally went with where the red ball is. Sometimes if Sam had two choices I'd select the non-ball basket.,31,Non-Hispanic,Male,Asian,0.5694444444444444,0.5694444444444444,u32yzwhawn
161,NA,NA,NA,NA,NA,survey-html-form,318,396107,0.0-293.0,58278,NA,"{""feedback"":""The main factor was whether or not Sam was capable of seeing the ball or not. If not, I had to randomly guess which unseen basket he would pick from."",""age"":""39"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The main factor was whether or not Sam was capable of seeing the ball or not. If not, I had to randomly guess which unseen basket he would pick from.",39,Non-Hispanic,Male,White,0.6527777777777778,0.6527777777777778,u38tjlnlbf
162,NA,NA,NA,NA,NA,survey-html-form,318,593295,0.0-293.0,17343,NA,"{""feedback"":""no questions or comments"",""age"":""38"",""gender"":""Female"",""other_gender"":"""",""race"":""Black/African American"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no questions or comments,38,Non-Hispanic,Female,Black/African American,0.6805555555555556,0.6805555555555556,u3hyf0mudw
163,NA,NA,NA,NA,NA,survey-html-form,318,700328,0.0-293.0,60041,NA,"{""feedback"":""Deduction first and then tried to predict a pattern in his choices."",""age"":""59"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deduction first and then tried to predict a pattern in his choices.,59,Non-Hispanic,Male,White,0.625,0.625,ub68g49e9v
164,NA,NA,NA,NA,NA,survey-html-form,345,597638,0.0-293.0,38194,NA,"{""feedback"":""why were my arrow keys acting screwy?"",""age"":""74"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,why were my arrow keys acting screwy?,74,Non-Hispanic,Female,White,0.6180555555555556,0.6180555555555556,ujltyrtbr8
165,NA,NA,NA,NA,NA,survey-html-form,318,479152,0.0-293.0,130274,NA,"{""feedback"":""I responded based on what I felt was next based of my own predictions, and interpretation. "",""age"":""31"",""gender"":""Male"",""other_gender"":"""",""race"":""Black/African American"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I responded based on what I felt was next based of my own predictions, and interpretation.",31,Non-Hispanic,Male,Black/African American,0.5902777777777778,0.5902777777777778,umt6p2uhfa
166,NA,NA,NA,NA,NA,survey-html-form,318,323526,0.0-293.0,7020,NA,"{""feedback"":"""",""age"":""35"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,Non-Hispanic,Male,White,0.6736111111111112,0.6736111111111112,utmlbchh7z
167,NA,NA,NA,NA,NA,survey-html-form,345,995611,0.0-293.0,155337,NA,"{""feedback"":""If Sam could see the ball, I was able to guess his choice, but if not, I just guessed it."",""age"":""39"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"If Sam could see the ball, I was able to guess his choice, but if not, I just guessed it.",39,Non-Hispanic,Male,White,0.6666666666666666,0.6666666666666666,uw7x310n12
168,NA,NA,NA,NA,NA,survey-html-form,318,558731,0.0-293.0,55990,NA,"{""feedback"":""Clearly if we could both tell, it was easy to decide. I sought to find a pattern, but Sam did not have one."",""age"":""55"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clearly if we could both tell, it was easy to decide. I sought to find a pattern, but Sam did not have one.",55,Non-Hispanic,Male,White,0.5763888888888888,0.5763888888888888,uxp3u30ahz
169,NA,NA,NA,NA,NA,survey-html-form,318,554024,0.0-293.0,23085,NA,"{""feedback"":""no"",""age"":""29"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,29,Non-Hispanic,Female,White,0.625,0.625,vh887ke42w
170,NA,NA,NA,NA,NA,survey-html-form,318,348598,0.0-293.0,10276,NA,"{""feedback"":""None"",""age"":""33"",""gender"":""Male"",""other_gender"":"""",""race"":""Asian"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,33,Non-Hispanic,Male,Asian,0.6805555555555556,0.6805555555555556,vo04zlxvjn
171,NA,NA,NA,NA,NA,survey-html-form,318,283801,0.0-293.0,26227,NA,"{""feedback"":""No questions or comments, good study!"",""age"":""23"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No questions or comments, good study!",23,Non-Hispanic,Male,White,0.6388888888888888,0.6388888888888888,vohlhgl4yp
172,NA,NA,NA,NA,NA,survey-html-form,399,615959,0.0-293.0,70346,NA,"{""feedback"":""The arrows did not always end up where the arrows pointed. Sometimes the middle one went right or left and the same happened with other buttons."",""age"":""45"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The arrows did not always end up where the arrows pointed. Sometimes the middle one went right or left and the same happened with other buttons.,45,Non-Hispanic,Female,White,0.6458333333333334,0.6458333333333334,w1std5s8pp
173,NA,NA,NA,NA,NA,survey-html-form,318,545345,0.0-293.0,36468,NA,"{""feedback"":""Whether Sam could likely deduce where the ball was or if Sam could obviously see the ball."",""age"":""45"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Whether Sam could likely deduce where the ball was or if Sam could obviously see the ball.,45,Non-Hispanic,Female,White,0.5972222222222222,0.5972222222222222,w9rldfhw39
174,NA,NA,NA,NA,NA,survey-html-form,318,578158,0.0-293.0,34616,NA,"{""feedback"":""Sometimes, it was easy to see where the ball was an other times it was inferred."",""age"":""48"",""gender"":""Female"",""other_gender"":"""",""race"":""Black/African American"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sometimes, it was easy to see where the ball was an other times it was inferred.",48,Non-Hispanic,Female,Black/African American,0.6597222222222222,0.6597222222222222,wcxyzrg3ns
175,NA,NA,NA,NA,NA,survey-html-form,318,521367,0.0-293.0,17029,NA,"{""feedback"":""I tried to follow the pattern "",""age"":""57"",""gender"":""Female"",""other_gender"":"""",""race"":""Asian"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I tried to follow the pattern,57,Non-Hispanic,Female,Asian,0.5763888888888888,0.5763888888888888,wgkjkg49c5
176,NA,NA,NA,NA,NA,survey-html-form,318,227366,0.0-293.0,10827,NA,"{""feedback"":""N/A"",""age"":""31"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,31,Non-Hispanic,Female,White,0.6041666666666666,0.6041666666666666,wjrnc8nxau
177,NA,NA,NA,NA,NA,survey-html-form,318,409928,0.0-293.0,39169,NA,"{""feedback"":""In some cases, it was obvious where the ball was. In others, I had to just guess."",""age"":""38"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In some cases, it was obvious where the ball was. In others, I had to just guess.",38,Non-Hispanic,Male,White,0.6527777777777778,0.6527777777777778,wlsoq4lbn4
178,NA,NA,NA,NA,NA,survey-html-form,318,610777,0.0-293.0,21951,NA,"{""feedback"":""If I saw the ball."",""age"":""60"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,If I saw the ball.,60,Non-Hispanic,Female,White,0.6319444444444444,0.6319444444444444,wtszl3q9x4
179,NA,NA,NA,NA,NA,survey-html-form,318,815316,0.0-293.0,21750,NA,"{""feedback"":""just random"",""age"":""71"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":""""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,just random,71,NA,Female,White,0.6041666666666666,0.6041666666666666,wv4y660e5g
180,NA,NA,NA,NA,NA,survey-html-form,318,300260,0.0-293.0,8757,NA,"{""feedback"":"""",""age"":""22"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Non-Hispanic,Male,White,0.6111111111111112,0.6111111111111112,x0hlurqasv
181,NA,NA,NA,NA,NA,survey-html-form,318,737540,0.0-293.0,27840,NA,"{""feedback"":""If it was hidden I just guessed"",""age"":""32"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,If it was hidden I just guessed,32,Non-Hispanic,Male,White,0.4930555555555556,0.4930555555555556,x6k951ehzh
182,NA,NA,NA,NA,NA,survey-html-form,318,882094,0.0-293.0,120593,NA,"{""feedback"":""Some were pretty obvious, since either Sam could see the ball, or see where it wasn't. I never figured out if there was a pattern to the choices, although sometimes, if the ball was found in a particular basket, Sam would choose that one multiple times in a row."",""age"":""65"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some were pretty obvious, since either Sam could see the ball, or see where it wasn't. I never figured out if there was a pattern to the choices, although sometimes, if the ball was found in a particular basket, Sam would choose that one multiple times in a row.",65,Non-Hispanic,Female,White,0.6805555555555556,0.6805555555555556,x6ulbmfs8n
183,NA,NA,NA,NA,NA,survey-html-form,318,755369,0.0-293.0,64570,NA,"{""feedback"":""I noticed that he favored the center spot when they were all covered."",""age"":""62"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I noticed that he favored the center spot when they were all covered.,62,Non-Hispanic,Female,White,0.6666666666666666,0.6666666666666666,xmotkc2x8d
184,NA,NA,NA,NA,NA,survey-html-form,318,726859,0.0-293.0,59612,NA,"{""feedback"":""Whether I could see the ball and if Sam could see it. If neither of us could see it, it was just a random guess."",""age"":""32"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whether I could see the ball and if Sam could see it. If neither of us could see it, it was just a random guess.",32,Non-Hispanic,Male,White,0.6319444444444444,0.6319444444444444,xxtgw93aoc
185,NA,NA,NA,NA,NA,survey-html-form,318,1773128,0.0-293.0,16945,NA,"{""feedback"":"""",""age"":""27"",""gender"":""Female"",""other_gender"":"""",""race"":""Black/African American"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,Non-Hispanic,Female,Black/African American,0.5902777777777778,0.5902777777777778,y2u27gp0xo
186,NA,NA,NA,NA,NA,survey-html-form,318,502161,0.0-293.0,39073,NA,"{""feedback"":""Whether the ball was visible to him.  If not, I chose the middle option."",""age"":""49"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whether the ball was visible to him.  If not, I chose the middle option.",49,Non-Hispanic,Female,White,0.5972222222222222,0.5972222222222222,y58sw6o0z0
187,NA,NA,NA,NA,NA,survey-html-form,318,779849,0.0-293.0,53856,NA,"{""feedback"":""If it was not an obvious guess then I randomly picked what Sam may picked."",""age"":""30"",""gender"":""Male"",""other_gender"":"""",""race"":""Black/African American"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,If it was not an obvious guess then I randomly picked what Sam may picked.,30,Non-Hispanic,Male,Black/African American,0.5972222222222222,0.5972222222222222,ycml8d6gw0
188,NA,NA,NA,NA,NA,survey-html-form,318,277765,0.0-293.0,6528,NA,"{""feedback"":"""",""age"":""29"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,Non-Hispanic,Male,White,0.6736111111111112,0.6736111111111112,yfa800lpbz
189,NA,NA,NA,NA,NA,survey-html-form,318,539296,0.0-293.0,13559,NA,"{""feedback"":"""",""age"":""44"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,Non-Hispanic,Male,White,0.5833333333333334,0.5833333333333334,ylnqw0r7bp
190,NA,NA,NA,NA,NA,survey-html-form,318,290709,0.0-293.0,30791,NA,"{""feedback"":""I clicked on where I saw the ball. Otherwise, I clicked on down."",""age"":""37"",""gender"":""Male"",""other_gender"":"""",""race"":""other_race"",""other_race"":""Hispanic"",""ethnicity"":""Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I clicked on where I saw the ball. Otherwise, I clicked on down.",37,Hispanic,Male,Hispanic,0.6111111111111112,0.6111111111111112,yrgq4gt5ah
191,NA,NA,NA,NA,NA,survey-html-form,345,1246269,0.0-293.0,49950,NA,"{""feedback"":""The arrows didn't match correctly with the instructions on the screen; I'm not sure if it is because I am using a MAC and not a PC. "",""age"":""60"",""gender"":""Female"",""other_gender"":"""",""race"":""Black/African American"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The arrows didn't match correctly with the instructions on the screen; I'm not sure if it is because I am using a MAC and not a PC.,60,Non-Hispanic,Female,Black/African American,0.4861111111111111,0.4861111111111111,yu0wjsvbqc
192,NA,NA,NA,NA,NA,survey-html-form,318,484500,0.0-293.0,39512,NA,"{""feedback"":""Just gut instinct when he couldn't see where the ball was or should be."",""age"":""41"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Just gut instinct when he couldn't see where the ball was or should be.,41,Hispanic,Female,White,0.7361111111111112,0.7361111111111112,yz1ul1d3yj
193,NA,NA,NA,NA,NA,survey-html-form,318,414534,0.0-293.0,89827,NA,"{""feedback"":""Some were obvious as he could see what was in some baskets. If it was not obvious by deduction, then really just guessed randomly. If I couldn't see any baskets, then I would select whichever (if any) he could see the contents of."",""age"":""41"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some were obvious as he could see what was in some baskets. If it was not obvious by deduction, then really just guessed randomly. If I couldn't see any baskets, then I would select whichever (if any) he could see the contents of.",41,Non-Hispanic,Male,White,0.6597222222222222,0.6597222222222222,yz5v9rydnv
194,NA,NA,NA,NA,NA,survey-html-form,318,404836,0.0-293.0,37176,NA,"{""feedback"":""When he could see it or it was the only one he didn't see it was easy.  Outside that I guessed."",""age"":""52"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,When he could see it or it was the only one he didn't see it was easy.  Outside that I guessed.,52,Non-Hispanic,Male,White,0.6041666666666666,0.6041666666666666,z902xu8gbe
195,NA,NA,NA,NA,NA,survey-html-form,318,676036,0.0-293.0,35781,NA,"{""feedback"":"""",""age"":""70"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,Non-Hispanic,Female,White,0.6180555555555556,0.6180555555555556,zhu967dz9m
196,NA,NA,NA,NA,NA,survey-html-form,345,890062,0.0-293.0,41204,NA,"{""feedback"":""no commente"",""age"":""65"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no commente,65,Non-Hispanic,Male,White,0.5763888888888888,0.5763888888888888,zne134erp8
197,NA,NA,NA,NA,NA,survey-html-form,318,320538,0.0-293.0,34312,NA,"{""feedback"":""I mostly just tried to figure out what he could see from his perspective, then guessed based on that information."",""age"":""29"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I mostly just tried to figure out what he could see from his perspective, then guessed based on that information.",29,Non-Hispanic,Female,White,0.6666666666666666,0.6666666666666666,zqng4ay0tt
198,NA,NA,NA,NA,NA,survey-html-form,318,336805,0.0-293.0,17465,NA,"{""feedback"":""I wanted to select the ball every time"",""age"":""24"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I wanted to select the ball every time,24,Non-Hispanic,Male,White,0.6041666666666666,0.6041666666666666,zqsrm8hoby
199,NA,NA,NA,NA,NA,survey-html-form,318,488293,0.0-293.0,19968,NA,"{""feedback"":""Interesting, different type of study."",""age"":""54"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Interesting, different type of study.",54,Non-Hispanic,Male,White,0.6319444444444444,0.6319444444444444,zun64swusa
200,NA,NA,NA,NA,NA,survey-html-form,318,839860,0.0-293.0,126232,NA,"{""feedback"":""If I didn't have much information to go on then I just guessed."",""age"":""33"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,If I didn't have much information to go on then I just guessed.,33,Non-Hispanic,Male,White,0.6944444444444444,0.6944444444444444,zy1buqk7xt
201,NA,NA,NA,NA,NA,survey-html-form,318,385936,0.0-293.0,53701,NA,"{""feedback"":""I generally selected the basket with the ball if visible. Otherwise I used process of elimination where available. Otherwise I guessed."",""age"":""41"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}",NA,exit_survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I generally selected the basket with the ball if visible. Otherwise I used process of elimination where available. Otherwise I guessed.,41,Non-Hispanic,Female,White,0.5625,0.5625,zy3xmay9to
